species	latitude	longitude	stem_diameter_cm	height_m	crown_radius_m
Quercus ilex	42.073	-0.449	15.1	5	1.75
Quercus ilex	42.086	0.256	15.1	4.5	1.25
Quercus ilex	42.173	2.673	15.1	8	1.25
Quercus ilex	42.181	-3.509	15.1	5	2.5
Quercus ilex	42.19	2.589	15.1	10	1.75
Quercus ilex	42.244	2.467	15.1	7.5	1.75
Quercus ilex	42.254	-2.794	15.1	5	2.25
Quercus ilex	42.263	2.721	15.1	10	1.75
Fagus sylvatica	42.281	-3.073	15.1	15	1.5
Fagus sylvatica	42.281	-3.243	15.1	12	2.25
Quercus ilex	42.281	2.758	15.1	6.5	1.5
Quercus ilex	42.287	1.314	15.1	6.5	1.5
Pinus pinaster	42.38	-8.587	15.1	7.5	1
Pinus pinaster	42.477	-8.258	15.1	7	1.25
Quercus ilex	42.493	-1.248	15.1	6	1.5
Pinus pinaster	42.731	-8.903	15.1	6	1.5
Fagus sylvatica	42.896	-4.898	15.1	10.5	2
Pinus pinaster	42.956	-8.633	15.1	7.5	1.25
Fagus sylvatica	42.975	-1.577	15.1	16.5	1.25
Fagus sylvatica	43.01	-2.693	15.1	16	2.25
Fagus sylvatica	43.064	-2.595	15.1	12	2.25
Fagus sylvatica	43.192	-5.831	15.1	8	1.75
Quercus ilex	43.288	-2.384	15.1	6	1.25
Fagus sylvatica	43.291	-4.935	15.1	10	3.5
Pinus pinaster	43.42	-6.283	15.1	8	1.5
Pinus pinaster	43.513	-7.392	15.1	13.5	1
Pinus pinaster	43.572	-7.787	15.1	6	1.25
Pinus pinaster	36.844	-3.953	15.2	3	1.5
Quercus ilex	36.999	-2.314	15.2	6.5	1.25
Quercus ilex	37.046	-3.101	15.2	5.5	1
Pinus pinaster	37.234	-2.357	15.2	4.5	1.5
Quercus ilex	37.572	-6.192	15.2	5	2
Pinus pinaster	37.611	-6.327	15.2	5	2
Quercus ilex	37.639	-2.241	15.2	4.5	1.5
Quercus ilex	37.78	-6.661	15.2	4.5	3.25
Quercus ilex	37.789	-6.638	15.2	5	1.75
Quercus ilex	37.846	-5.637	15.2	5	2
Quercus ilex	37.966	-2.886	15.2	6.5	1.75
Quercus ilex	37.985	-4.959	15.2	5	2.5
Pinus pinaster	38.038	-6.949	15.2	7	1.25
Quercus ilex	38.061	-5.257	15.2	4.5	1.75
Pinus pinaster	38.088	-5.269	15.2	7.5	1.75
Quercus ilex	38.108	-2.407	15.2	6	1
Pinus pinaster	38.134	-5.225	15.2	5.5	1.5
Quercus ilex	38.147	-4.986	15.2	4.5	2
Quercus ilex	38.178	-3.913	15.2	4.5	2.25
Quercus ilex	38.183	-6.123	15.2	4	2.25
Quercus ilex	38.189	-4.621	15.2	4	1.75
Quercus ilex	38.242	-3.857	15.2	5	2
Quercus ilex	38.289	-3.435	15.2	5	2
Quercus ilex	38.291	-4.99	15.2	4	2
Quercus ilex	38.357	-4.087	15.2	5	1.5
Quercus ilex	38.379	-3.572	15.2	6.5	2.25
Quercus ilex	38.39	-4.42	15.2	5	1.75
Quercus ilex	38.423	-4.604	15.2	5	2
Quercus ilex	38.452	-3.344	15.2	4.5	1.75
Pinus pinaster	38.473	-4.169	15.2	6.5	1.5
Quercus ilex	38.502	-3.986	15.2	5.5	2.5
Pinus pinaster	39.053	-4.687	15.2	9	1.5
Pinus pinaster	39.112	-4.261	15.2	5.5	1.5
Quercus ilex	39.189	-6.013	15.2	4.5	2
Quercus ilex	39.208	-2.502	15.2	4	2
Pinus pinaster	39.243	-4.645	15.2	6.5	2
Pinus pinaster	39.333	-3.801	15.2	4.5	1.25
Quercus ilex	39.355	-7.027	15.2	4.5	1.75
Pinus pinaster	39.408	-4.405	15.2	6	1
Pinus pinaster	39.574	-4.77	15.2	5	1.75
Quercus ilex	39.597	-4.386	15.2	5.5	1.75
Pinus pinaster	39.627	-5.342	15.2	5.5	1.25
Pinus pinaster	39.881	-0.31	15.2	7	1.75
Pinus pinaster	39.945	-0.343	15.2	11.5	1.25
Quercus ilex	39.97	4.136	15.2	8.5	2.75
Quercus ilex	40.061	-5.286	15.2	4.5	2
Pinus pinaster	40.072	-2.214	15.2	8.5	1
Pinus pinaster	40.081	-5.627	15.2	12.5	1.5
Quercus ilex	40.101	-3.329	15.2	5	1.75
Quercus ilex	40.144	-1.392	15.2	5.5	1.25
Pinus pinaster	40.188	-0.345	15.2	8.5	2
Pinus pinaster	40.228	-5.01	15.2	12	1
Quercus ilex	40.242	-4.705	15.2	5	2
Pinus pinaster	40.257	-6.637	15.2	7.5	1.25
Quercus ilex	40.263	-2.906	15.2	5.5	2
Quercus ilex	40.265	-4.329	15.2	5.5	2
Quercus ilex	40.269	-0.342	15.2	3	0.75
Pinus pinaster	40.271	-6.436	15.2	7.5	1
Quercus ilex	40.297	0	15.2	5	2.25
Quercus ilex	40.319	-4.306	15.2	5	2
Quercus ilex	40.32	-4.271	15.2	5	2
Pinus pinaster	40.335	-6.081	15.2	10.5	1
Pinus pinaster	40.353	-6.469	15.2	9.5	1
Quercus ilex	40.38	-3.153	15.2	4	2
Pinus pinaster	40.38	-4.508	15.2	8.5	1.25
Quercus ilex	40.425	-2.776	15.2	5	2.25
Quercus ilex	40.447	-4.179	15.2	5.5	1.75
Quercus ilex	40.568	-3.721	15.2	4.5	2
Pinus pinaster	40.58	-4.382	15.2	9.5	1.75
Quercus ilex	40.594	-3.78	15.2	4	1.25
Quercus ilex	40.665	-6.776	15.2	5	1.5
Quercus ilex	40.668	-3.426	15.2	5.5	2
Quercus ilex	40.675	0.007	15.2	4.5	2
Quercus ilex	40.777	-4.458	15.2	4.5	1.5
Pinus pinaster	40.891	-4.686	15.2	6.5	1.5
Pinus pinaster	40.916	-1.943	15.2	4.5	1.5
Pinus pinaster	40.948	-3.226	15.2	6.5	1.25
Quercus ilex	40.956	-4.557	15.2	4.5	2
Quercus ilex	40.993	-2.655	15.2	4	1.25
Pinus pinaster	41.011	-3.178	15.2	7.5	1.25
Quercus ilex	41.152	-2.094	15.2	5	1.5
Pinus pinaster	41.184	-1.688	15.2	7.5	1.5
Quercus ilex	41.189	-2.273	15.2	5.5	2
Quercus ilex	41.227	-2.57	15.2	4.5	1
Pinus pinaster	41.338	-4.195	15.2	5.5	1.5
Pinus pinaster	41.368	-3.945	15.2	5	1.75
Pinus pinaster	41.373	-4.303	15.2	6.5	1.5
Quercus ilex	41.398	-5.5	15.2	4.5	2.25
Pinus pinaster	41.587	-2.664	15.2	6	1.25
Pinus pinaster	41.614	-2.568	15.2	7	1
Pinus pinaster	41.677	-2.567	15.2	8	1
Quercus ilex	41.677	2.556	15.2	11	1.5
Quercus ilex	41.691	1.967	15.2	5.5	1.75
Quercus ilex	41.695	2.604	15.2	6.5	2.75
Quercus ilex	41.7	1.919	15.2	10.5	2.5
Quercus ilex	41.711	-2.159	15.2	5	1.75
Quercus ilex	41.712	2.315	15.2	6	2.75
Pinus pinaster	41.758	2.7	15.2	9	1.25
Fagus sylvatica	41.811	2.386	15.2	5.5	1.5
Pinus pinaster	41.849	-3.241	15.2	6.5	1
Quercus ilex	41.856	2.422	15.2	6	1.5
Quercus ilex	41.893	2.566	15.2	8.5	1.5
Quercus ilex	41.929	2.446	15.2	6.5	1.5
Pinus pinaster	41.966	-8.759	15.2	9.5	1.5
Quercus ilex	41.982	2.361	15.2	5.5	1.5
Quercus ilex	42.013	0.585	15.2	4	1.75
Quercus ilex	42.033	1.973	15.2	8	2
Quercus ilex	42.046	0.886	15.2	7	1.5
Quercus ilex	42.046	2.565	15.2	8.5	2.25
Pinus pinaster	42.064	-7.49	15.2	9	1.5
Quercus ilex	42.087	1.936	15.2	6	2
Pinus pinaster	42.098	-2.202	15.2	5.5	1.5
Pinus pinaster	42.145	-7.475	15.2	9.5	1
Pinus pinaster	42.154	-8.613	15.2	11.5	1.5
Quercus ilex	42.181	2.54	15.2	11.5	1.25
Fagus sylvatica	42.26	-2.2	15.2	9.5	2.5
Quercus ilex	42.281	2.697	15.2	6	1.25
Fagus sylvatica	42.29	-3.267	15.2	9	2
Quercus ilex	42.297	-6.053	15.2	5.5	2
Quercus ilex	42.299	2.649	15.2	7.5	1.75
Quercus ilex	42.309	-0.549	15.2	5.5	1.75
Quercus ilex	42.335	2.843	15.2	6	2.75
Quercus ilex	42.343	1.495	15.2	4.5	1.5
Quercus ilex	42.35	0.378	15.2	3.5	1.75
Fagus sylvatica	42.389	-3.097	15.2	15	1.5
Pinus pinaster	42.392	-7.81	15.2	9.5	1.75
Pinus pinaster	42.419	-7.104	15.2	14	1.25
Pinus pinaster	42.482	-4.898	15.2	5	1
Quercus ilex	42.613	-3.634	15.2	5	1.75
Pinus pinaster	42.623	-4.439	15.2	6.5	1.5
Pinus pinaster	42.703	-8.329	15.2	10	2
Pinus pinaster	42.78	-6.665	15.2	6	1.5
Pinus pinaster	42.785	-3.379	15.2	8.5	2.25
Quercus ilex	42.802	-3.501	15.2	4.5	2
Fagus sylvatica	42.819	0.835	15.2	17	1
Pinus pinaster	42.82	-8.413	15.2	10	1.5
Quercus ilex	42.858	-3.11	15.2	5.5	2
Quercus ilex	42.866	-1.531	15.2	4	1.5
Pinus pinaster	42.873	-8.29	15.2	15	1
Quercus ilex	42.876	-2.853	15.2	5	1.5
Pinus pinaster	42.884	-8.584	15.2	11.5	1.5
Pinus pinaster	42.93	-8.988	15.2	8	1.5
Fagus sylvatica	42.957	-2.865	15.2	10	2.5
Quercus ilex	42.967	-1.676	15.2	6	1.5
Pinus pinaster	43.02	-9.086	15.2	11.5	1.5
Pinus pinaster	43.027	-8.436	15.2	6	0.75
Quercus ilex	43.028	-3.368	15.2	3.5	2
Fagus sylvatica	43.045	-1.465	15.2	13	1.75
Pinus pinaster	43.053	-8.202	15.2	9.5	1.75
Pinus pinaster	43.063	-3.651	15.2	8.5	0.75
Fagus sylvatica	43.082	-3.246	15.2	10.5	2.5
Fagus sylvatica	43.083	-5.015	15.2	5.5	1
Pinus pinaster	43.173	-9.05	15.2	11.5	1
Fagus sylvatica	43.189	-2.397	15.2	11.5	2
Pinus pinaster	43.254	-3.037	15.2	12.5	2
Pinus pinaster	43.281	-8.815	15.2	11.5	1.25
Fagus sylvatica	43.292	-5.798	15.2	11	2.25
Pinus pinaster	43.377	-7.346	15.2	7.5	1
Pinus pinaster	43.535	-7.082	15.2	10	1.25
Pinus pinaster	43.549	-6.859	15.2	9	1.5
Pinus pinaster	43.607	-7.736	15.2	6.5	1.25
Pinus pinaster	43.63	-7.389	15.2	7.5	1
Pinus pinaster	43.706	-7.759	15.2	8.5	1
Pinus pinaster	37.009	-3.54	15.3	4	1.75
Quercus ilex	37.45	-2.31	15.3	4.5	1.75
Quercus ilex	37.45	-7.418	15.3	3.5	1.75
Quercus ilex	37.782	-7.297	15.3	4	2
Quercus ilex	37.833	-5.409	15.3	4	2
Pinus pinaster	37.979	-4.799	15.3	7	1.75
Quercus ilex	38.082	-2.555	15.3	4	2
Quercus ilex	38.113	-4.894	15.3	3	1.5
Pinus pinaster	38.132	-1.973	15.3	5.5	1.25
Quercus ilex	38.181	-5.546	15.3	4.5	2
Pinus pinaster	38.344	-3.332	15.3	6.5	1.5
Pinus pinaster	38.361	-3.549	15.3	4.5	1.75
Pinus pinaster	38.37	-3.527	15.3	5.5	1.5
Pinus pinaster	38.371	-2.645	15.3	4.5	1.25
Pinus pinaster	38.442	-3.435	15.3	6	2
Quercus ilex	38.594	-0.371	15.3	6	2.75
Quercus ilex	38.614	-3.299	15.3	5	2
Pinus pinaster	38.702	-2.195	15.3	4	1.5
Pinus pinaster	39.049	-4.329	15.3	5.5	1.5
Pinus pinaster	39.057	-4.41	15.3	7.5	1.75
Quercus ilex	39.126	-6.409	15.3	6	2
Quercus ilex	39.152	-5.21	15.3	3.5	1.75
Pinus pinaster	39.398	-4.452	15.3	9	1.5
Quercus ilex	39.4	-4.324	15.3	6.5	2
Pinus pinaster	39.413	-3.894	15.3	4.5	1.25
Pinus pinaster	39.44	-3.906	15.3	4.5	1.5
Pinus pinaster	39.537	-5.351	15.3	11	1
Pinus pinaster	39.636	-5.331	15.3	8	0.75
Quercus ilex	39.967	-5.002	15.3	3.5	1.75
Pinus pinaster	40.018	-5.625	15.3	6.5	1.25
Quercus ilex	40.085	-4.959	15.3	5	2
Quercus ilex	40.128	-4.444	15.3	5	2
Quercus ilex	40.155	-3.352	15.3	4.5	2
Quercus ilex	40.181	-4.574	15.3	5	1.75
Quercus ilex	40.21	-6.133	15.3	4.5	2
Pinus pinaster	40.242	-6.343	15.3	7.5	1
Quercus ilex	40.297	0	15.3	5	1.25
Quercus ilex	40.321	-0.269	15.3	4.5	1.5
Pinus pinaster	40.397	-6.408	15.3	6	1.5
Pinus pinaster	40.555	-6.248	15.3	6.5	1
Quercus ilex	40.556	-5.291	15.3	4	2.25
Quercus ilex	40.566	-3.874	15.3	5	1.5
Quercus ilex	40.774	-2.23	15.3	4.5	1.5
Quercus ilex	40.842	0.177	15.3	5.5	2
Quercus ilex	41.065	-2.714	15.3	6	1.25
Quercus ilex	41.099	0.833	15.3	4	2.25
Quercus ilex	41.135	-6.01	15.3	5.5	2
Quercus ilex	41.162	-2.285	15.3	5.5	2.25
Pinus pinaster	41.174	-4.979	15.3	6	1.25
Quercus ilex	41.235	0.876	15.3	5.5	2
Quercus ilex	41.245	-2.642	15.3	5.5	1
Pinus pinaster	41.255	-4.361	15.3	4.5	1.5
Quercus ilex	41.291	0.994	15.3	7.5	2
Pinus pinaster	41.343	-1.482	15.3	4.5	1.75
Quercus ilex	41.512	2.066	15.3	9	1.75
Pinus pinaster	41.525	-2.868	15.3	5.5	1
Quercus ilex	41.602	1.296	15.3	4.5	2
Pinus pinaster	41.623	-2.568	15.3	6.5	1
Quercus ilex	41.748	-3.589	15.3	8	1.5
Quercus ilex	41.821	2.627	15.3	8	2
Pinus pinaster	41.894	-3.072	15.3	7	1
Quercus ilex	41.92	2.506	15.3	8.5	1.25
Pinus pinaster	41.921	-6.118	15.3	3.5	1
Pinus pinaster	41.939	-8.759	15.3	10	1.5
Pinus pinaster	41.957	-8.795	15.3	8.5	2
Pinus pinaster	41.977	-7.081	15.3	7.5	1.5
Pinus pinaster	42.001	-7.491	15.3	7.5	1
Quercus ilex	42.072	2.36	15.3	5	1.5
Quercus ilex	42.083	0.51	15.3	3.5	1
Quercus ilex	42.091	2.468	15.3	7	1.5
Quercus ilex	42.109	2.613	15.3	8	2
Pinus pinaster	42.122	-7.161	15.3	6.5	1
Fagus sylvatica	42.136	-2.468	15.3	6.5	1.75
Quercus ilex	42.177	1.874	15.3	6.5	1.25
Quercus ilex	42.181	2.613	15.3	8.5	1.75
Quercus ilex	42.182	2.625	15.3	6.5	2
Quercus ilex	42.191	-2.806	15.3	5	2.25
Quercus ilex	42.236	0.128	15.3	5.5	1.5
Quercus ilex	42.275	1.812	15.3	6.5	1.5
Quercus ilex	42.344	2.758	15.3	8	1.5
Pinus pinaster	42.348	-7.179	15.3	8.5	1
Quercus ilex	42.353	2.733	15.3	5	1.5
Quercus ilex	42.371	0.122	15.3	4	2
Quercus ilex	42.38	2.672	15.3	7	1
Pinus pinaster	42.385	-7.968	15.3	14	1.25
Quercus ilex	42.39	1.64	15.3	6	1.75
Quercus ilex	42.398	2.794	15.3	7	1.5
Pinus pinaster	42.423	-7.408	15.3	7.5	1.5
Quercus ilex	42.641	-2.939	15.3	6	1.5
Pinus pinaster	42.693	-8.304	15.3	7	1.5
Quercus ilex	42.722	-3.22	15.3	7	2
Fagus sylvatica	42.799	-0.75	15.3	10	1.5
Quercus ilex	42.858	-3.012	15.3	6	2
Fagus sylvatica	42.928	-2.314	15.3	11.5	1
Pinus pinaster	42.929	-7.481	15.3	12	0.75
Fagus sylvatica	42.965	-2.534	15.3	14	2.5
Fagus sylvatica	43.047	-1.6	15.3	8	2.25
Fagus sylvatica	43.076	-1.735	15.3	13	3.5
Pinus pinaster	43.128	-9.025	15.3	9.5	1
Fagus sylvatica	43.15	-4.045	15.3	9	2.25
Fagus sylvatica	43.161	-2.139	15.3	11	3
Pinus pinaster	43.281	-3.074	15.3	7	1
Pinus pinaster	43.34	-8.05	15.3	8	1.25
Pinus pinaster	43.412	-7.296	15.3	7.5	1.5
Pinus pinaster	36.89	-3.797	15.4	6	1.75
Quercus ilex	37.575	-2.128	15.4	4.5	2
Pinus pinaster	37.675	-2.24	15.4	5	1.75
Quercus ilex	37.769	-6.559	15.4	4	1.75
Quercus ilex	38.027	-4.618	15.4	5.5	1.75
Quercus ilex	38.111	-4.985	15.4	5.5	1.5
Quercus ilex	38.118	-6.901	15.4	3	1
Quercus ilex	38.443	-2.874	15.4	7	2
Quercus ilex	38.467	-3.894	15.4	4.5	1.25
Pinus pinaster	38.534	-4.4	15.4	9	1.5
Quercus ilex	38.546	-7.187	15.4	4	2.25
Quercus ilex	38.651	-0.529	15.4	5.5	2.25
Quercus ilex	38.813	-2.954	15.4	6.5	1.5
Quercus ilex	39.006	-5.31	15.4	4.5	1.75
Pinus pinaster	39.316	-3.568	15.4	5	2
Quercus ilex	39.419	-6.631	15.4	3.5	1.75
Pinus pinaster	39.473	-4.918	15.4	5	1.5
Quercus ilex	39.486	-2.256	15.4	6	1
Quercus ilex	39.545	-4.199	15.4	4.5	1.25
Quercus ilex	39.58	-5.422	15.4	4.5	2
Pinus pinaster	39.61	-4.782	15.4	9.5	1.5
Quercus ilex	39.829	-2.287	15.4	4	2
Quercus ilex	39.943	4.042	15.4	3.5	2.25
Pinus pinaster	40.042	-0.656	15.4	8.5	1
Quercus ilex	40.082	-4.572	15.4	6	1.75
Quercus ilex	40.122	-0.641	15.4	5	2
Quercus ilex	40.131	-6.23	15.4	4	1.5
Pinus pinaster	40.205	-6.697	15.4	9.5	1
Quercus ilex	40.216	-0.391	15.4	3.5	1.5
Pinus pinaster	40.291	-5	15.4	11	1.25
Quercus ilex	40.531	-3.791	15.4	5	2
Quercus ilex	40.57	0.142	15.4	4.5	1.75
Quercus ilex	40.618	-0.234	15.4	3	1.5
Quercus ilex	40.631	-3.65	15.4	4.5	2
Quercus ilex	40.677	-2.645	15.4	6	1.5
Quercus ilex	40.693	-3.84	15.4	4	1.25
Quercus ilex	40.839	-2.502	15.4	5	1.25
Quercus ilex	40.891	-0.804	15.4	5	2.25
Pinus pinaster	41.002	-3.131	15.4	10	1.25
Pinus pinaster	41.156	-4.406	15.4	5.5	1.5
Quercus ilex	41.233	-5.196	15.4	3	2
Quercus ilex	41.297	0.827	15.4	5.5	1.75
Pinus pinaster	41.326	-4.494	15.4	6	1.5
Quercus ilex	41.327	1.017	15.4	6.5	2
Pinus pinaster	41.349	-3.98	15.4	3	1.75
Quercus ilex	41.355	1.076	15.4	6	1.25
Quercus ilex	41.42	1.864	15.4	5	1.75
Pinus pinaster	41.551	-2.508	15.4	5.5	1
Quercus ilex	41.571	-6.194	15.4	5.5	1.75
Quercus ilex	41.73	2.351	15.4	6.5	2
Pinus pinaster	41.732	-2.892	15.4	6.5	1.5
Quercus ilex	41.746	-2.026	15.4	7.5	2
Pinus pinaster	41.858	-6.133	15.4	6.5	1.5
Quercus ilex	41.869	-6.229	15.4	5.5	1.75
Quercus ilex	41.984	2.892	15.4	6.5	1.5
Pinus pinaster	42.01	-7.515	15.4	9	1
Quercus ilex	42.038	2.855	15.4	6	1.5
Quercus ilex	42.082	2.638	15.4	10.5	1.25
Pinus pinaster	42.092	-8.65	15.4	18	1.25
Quercus ilex	42.11	1.561	15.4	6	1.5
Fagus sylvatica	42.136	-2.468	15.4	8	2
Pinus pinaster	42.152	-8.153	15.4	10	1
Quercus ilex	42.155	-2.625	15.4	6	1.5
Fagus sylvatica	42.181	2.407	15.4	12.5	1.75
Quercus ilex	42.218	2.697	15.4	10	1.25
Fagus sylvatica	42.236	-2.915	15.4	5	2
Pinus pinaster	42.244	-8.479	15.4	10	1.75
Quercus ilex	42.256	-0.187	15.4	4	1.25
Quercus ilex	42.452	3.025	15.4	5	1
Pinus pinaster	42.458	-7.298	15.4	9.5	1
Quercus ilex	42.505	0.067	15.4	6	2.25
Pinus pinaster	42.659	-8.622	15.4	8	1.75
Pinus pinaster	42.677	-4.501	15.4	6	1.5
Pinus pinaster	42.722	-8.951	15.4	13.5	1.5
Quercus ilex	42.749	-3.403	15.4	5	1.75
Fagus sylvatica	42.772	-4.002	15.4	10.5	2.5
Pinus pinaster	42.809	-8.12	15.4	9.5	1.5
Pinus pinaster	42.839	-8.548	15.4	11.5	1.25
Pinus pinaster	42.849	-8.915	15.4	12	1.5
Pinus pinaster	42.956	-8.645	15.4	8.5	1
Quercus ilex	42.962	-2.129	15.4	6.5	1.75
Quercus ilex	43.037	-3.368	15.4	5	2.5
Quercus ilex	43.097	-2.029	15.4	4	2
Fagus sylvatica	43.144	-3.59	15.4	9	1
Fagus sylvatica	43.193	-5.794	15.4	14.5	2
Fagus sylvatica	43.294	-5.268	15.4	16.5	2.75
Pinus pinaster	36.872	-3.875	15.5	6	1.5
Pinus pinaster	36.968	-4.168	15.5	6.5	1
Pinus pinaster	37.027	-3.517	15.5	2.5	2.25
Pinus pinaster	37.884	-3	15.5	4	1.75
Quercus ilex	38.005	-6.244	15.5	5.5	2
Quercus ilex	38.019	-5.096	15.5	5.5	1.75
Pinus pinaster	38.072	-5.143	15.5	5.5	1.5
Pinus pinaster	38.159	-1.916	15.5	4	1.5
Pinus pinaster	38.159	-1.973	15.5	7	1.5
Quercus ilex	38.206	-3.845	15.5	4.5	1.75
Quercus ilex	38.352	-3.618	15.5	5.5	1.75
Quercus ilex	38.554	-4.262	15.5	4.5	2
Pinus pinaster	38.684	-2.195	15.5	5.5	1.25
Quercus ilex	39.084	-4.411	15.5	5	2.25
Pinus pinaster	39.093	-4.364	15.5	6.5	1.75
Pinus pinaster	39.119	-4.481	15.5	9	1.25
Pinus pinaster	39.127	-4.55	15.5	7.5	1.25
Pinus pinaster	39.139	-4.261	15.5	5	1.5
Pinus pinaster	39.473	-4.918	15.5	5.5	1.5
Quercus ilex	39.527	-4.198	15.5	4	1.75
Pinus pinaster	39.555	-7.161	15.5	9	1.5
Pinus pinaster	39.596	-4.502	15.5	7	1.5
Quercus ilex	39.617	-1.078	15.5	6	1.5
Quercus ilex	39.798	-1.82	15.5	6	1.5
Pinus pinaster	39.832	-1.609	15.5	6	1
Quercus ilex	40.205	-5.714	15.5	3.5	0.75
Quercus ilex	40.207	-1.39	15.5	4	1.5
Pinus pinaster	40.242	-1.331	15.5	5.5	1
Pinus pinaster	40.564	-6.248	15.5	7	1
Quercus ilex	40.616	-4.962	15.5	5	1.25
Quercus ilex	40.678	-3.284	15.5	5.5	2
Pinus pinaster	41.405	-1.361	15.5	5.5	1
Pinus pinaster	41.524	-2.521	15.5	5.5	1.5
Quercus ilex	41.758	2.603	15.5	9	1.75
Pinus pinaster	41.892	-7.409	15.5	10	2
Quercus ilex	41.947	2.59	15.5	7.5	2.5
Quercus ilex	42.055	2.602	15.5	5	1.75
Quercus ilex	42.108	2.263	15.5	6.5	2
Quercus ilex	42.443	2.988	15.5	6.5	1
Pinus pinaster	42.596	-8.574	15.5	15	1.5
Pinus pinaster	42.605	-8.671	15.5	13	1.5
Pinus pinaster	42.695	-8.634	15.5	12	1.5
Fagus sylvatica	42.982	-2.424	15.5	6.5	2.25
Fagus sylvatica	43.017	-6.84	15.5	6	2
Pinus pinaster	43.119	-8.939	15.5	8	1.25
Fagus sylvatica	43.12	-4.967	15.5	11.5	1.75
Quercus ilex	43.154	-2.717	15.5	5.5	2.25
Pinus pinaster	43.191	-8.865	15.5	8	1
Pinus pinaster	36.496	-5.11	15.6	7.5	2
Pinus pinaster	37.28	-2.56	15.6	5.5	1.5
Quercus ilex	37.787	-6.547	15.6	5	2.5
Quercus ilex	37.877	-5.831	15.6	4.5	1.75
Pinus pinaster	38.071	-5.234	15.6	6	1.5
Quercus ilex	38.095	-1.837	15.6	5	2
Quercus ilex	38.2	-2.737	15.6	7	2.75
Pinus pinaster	38.263	-2.771	15.6	4.5	2
Pinus pinaster	38.353	-3.366	15.6	6	2
Pinus pinaster	38.397	-3.458	15.6	5.5	1
Pinus pinaster	38.398	-2.954	15.6	6.5	1.75
Quercus ilex	38.466	-3.986	15.6	5	2.25
Quercus ilex	38.484	-3.963	15.6	5	1.75
Pinus pinaster	38.883	-4.626	15.6	7.5	1.75
Quercus ilex	39.081	-2.329	15.6	4	1.75
Quercus ilex	39.084	-4.411	15.6	5	2.25
Pinus pinaster	39.178	-4.771	15.6	6	1.25
Quercus ilex	39.189	-6.013	15.6	4.5	1.75
Pinus pinaster	39.395	-6.782	15.6	6.5	1.5
Quercus ilex	39.455	-7.071	15.6	4	1.5
Quercus ilex	39.537	-7.162	15.6	4.5	1.75
Quercus ilex	39.579	-2.93	15.6	6	1.25
Quercus ilex	39.582	-7.172	15.6	4	1.75
Quercus ilex	39.582	-7.172	15.6	4.5	1.75
Pinus pinaster	39.824	-1.691	15.6	9.5	1
Quercus ilex	39.897	-6.217	15.6	4.5	2
Quercus ilex	39.974	-1.466	15.6	6.5	1.5
Quercus ilex	40.073	-5.123	15.6	5	1.75
Pinus pinaster	40.189	-2.225	15.6	7	0.75
Quercus ilex	40.233	-3.94	15.6	5	2
Quercus ilex	40.297	-0.023	15.6	3.5	1.75
Pinus pinaster	40.317	-6.105	15.6	4	2
Quercus ilex	40.319	-4.318	15.6	5.5	2
Pinus pinaster	40.339	-6.669	15.6	6.5	1.25
Quercus ilex	40.342	-6.375	15.6	4.5	1.5
Quercus ilex	40.355	-0.162	15.6	3.5	0.75
Quercus ilex	40.359	-3.93	15.6	5.5	1.5
Pinus pinaster	40.394	-6.738	15.6	7	1.5
Pinus pinaster	40.406	-6.066	15.6	7	1.5
Quercus ilex	40.476	-5.643	15.6	3.5	2
Quercus ilex	40.502	-5.714	15.6	4	2
Quercus ilex	40.531	-3.85	15.6	4.5	2
Pinus pinaster	40.536	-4.228	15.6	4.5	1.25
Quercus ilex	40.596	-2.622	15.6	5	1.75
Quercus ilex	40.606	-5.009	15.6	4.5	1.75
Quercus ilex	40.795	-0.487	15.6	7	1.5
Pinus pinaster	40.86	-1.73	15.6	5	1.25
Pinus pinaster	40.9	-2.133	15.6	8.5	1.25
Pinus pinaster	40.944	-4.723	15.6	7	1.5
Pinus pinaster	40.965	-3.499	15.6	4.5	1.5
Quercus ilex	41.01	-6.075	15.6	5	2.25
Quercus ilex	41.111	-5.453	15.6	4	1.75
Pinus pinaster	41.373	-4.291	15.6	4.5	1.5
Pinus pinaster	41.377	-4.722	15.6	5	1.5
Quercus ilex	41.439	1.935	15.6	8.5	1.25
Quercus ilex	41.513	-2.161	15.6	4	2
Pinus pinaster	41.614	-2.58	15.6	7.5	1.5
Quercus ilex	41.676	2.436	15.6	10.5	1.75
Quercus ilex	41.677	2.508	15.6	6	1.75
Quercus ilex	41.705	-2.772	15.6	6	1.75
Quercus ilex	41.739	2.327	15.6	6.5	1.75
Quercus ilex	41.739	2.387	15.6	6.5	1.75
Quercus ilex	41.748	2.375	15.6	5	1.75
Quercus ilex	41.748	2.387	15.6	8.5	1.75
Pinus pinaster	41.758	2.664	15.6	7.5	1.25
Quercus ilex	41.781	1.99	15.6	8.5	1.5
Quercus ilex	41.848	2.579	15.6	8.5	1.5
Quercus ilex	41.857	2.591	15.6	8	1.75
Pinus pinaster	41.939	2.699	15.6	9.5	1.5
Quercus ilex	41.993	2.711	15.6	8	2.25
Pinus pinaster	42.027	-7.394	15.6	7	1.25
Pinus pinaster	42.06	-7.2	15.6	9.5	1
Quercus ilex	42.064	-0.099	15.6	4	1.5
Quercus ilex	42.083	-5.515	15.6	4.5	2
Quercus ilex	42.1	-0.46	15.6	5	1.5
