GENESIS-Tabelle: 12421-104r
Demographiespiegel: Gemeinden, Bevölkerung,;;;;;;;
Geschlecht, Altersgruppen, Stichtag;;;;;;;
Bevölkerungsvorausberechnungen-Demographiespiegel;;;;;;;
31.12.2019;;;;;;;
;;;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung;Ausgangs- bzw. vorausberechnete Bevölkerung
;;;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren;im Alter von ... Jahren
;;;Insgesamt;unter 18;18 bis unter 40;40 bis unter 65;65 oder mehr Jahre
;;;1000;1000;1000;1000;1000
09271141;Osterhofen, St;weiblich;5,93;0,90;1,38;2,16;1,49
09271141;Osterhofen, St;Insgesamt;11,76;1,87;2,92;4,32;2,66
09271143;Otzing;männlich;0,98;0,18;0,24;0,40;0,17
09271143;Otzing;weiblich;1,01;0,19;0,24;0,38;0,19
09271143;Otzing;Insgesamt;1,99;0,37;0,49;0,78;0,36
09271146;Plattling, St;männlich;6,52;1,09;1,89;2,41;1,13
09271146;Plattling, St;weiblich;6,51;1,06;1,60;2,27;1,59
09271146;Plattling, St;Insgesamt;13,03;2,15;3,49;4,67;2,72
09271148;Schaufling;männlich;0,79;0,14;0,22;0,30;0,13
09271148;Schaufling;weiblich;0,79;0,13;0,22;0,27;0,16
09271148;Schaufling;Insgesamt;1,57;0,27;0,44;0,58;0,29
09271149;Schöllnach, M;männlich;2,40;0,40;0,63;0,94;0,42
09271149;Schöllnach, M;weiblich;2,44;0,42;0,61;0,91;0,50
09271149;Schöllnach, M;Insgesamt;4,84;0,83;1,24;1,86;0,92
09271151;Stephansposching;männlich;1,57;0,24;0,39;0,65;0,31
09271151;Stephansposching;weiblich;1,52;0,21;0,39;0,56;0,35
09271151;Stephansposching;Insgesamt;3,09;0,45;0,78;1,21;0,65
09271152;Wallerfing;männlich;0,64;0,10;0,16;0,25;0,13
09271152;Wallerfing;weiblich;0,64;0,09;0,14;0,26;0,15
09271152;Wallerfing;Insgesamt;1,28;0,19;0,31;0,51;0,28
09271153;Winzer, M;männlich;1,93;0,34;0,48;0,77;0,35
09271153;Winzer, M;weiblich;1,88;0,27;0,46;0,71;0,45
09271153;Winzer, M;Insgesamt;3,81;0,61;0,94;1,47;0,80
09272116;Eppenschlag;männlich;0,46;0,07;0,13;0,18;0,09
09272116;Eppenschlag;weiblich;0,47;0,08;0,10;0,18;0,11
09272116;Eppenschlag;Insgesamt;0,93;0,15;0,23;0,36;0,20
09272118;Freyung, St;männlich;3,55;0,49;0,93;1,32;0,81
09272118;Freyung, St;weiblich;3,63;0,45;0,88;1,32;0,97
09272118;Freyung, St;Insgesamt;7,17;0,94;1,80;2,65;1,78
09272119;Fürsteneck;männlich;0,42;0,06;0,11;0,17;0,08
09272119;Fürsteneck;weiblich;0,43;0,05;0,10;0,18;0,09
09272119;Fürsteneck;Insgesamt;0,85;0,12;0,21;0,35;0,17
09272120;Grafenau, St;männlich;4,08;0,62;1,07;1,51;0,88
09272120;Grafenau, St;weiblich;4,17;0,59;0,97;1,53;1,08
09272120;Grafenau, St;Insgesamt;8,25;1,21;2,04;3,04;1,96
09272121;Grainet;männlich;1,22;0,23;0,32;0,46;0,20
09272121;Grainet;weiblich;1,26;0,23;0,34;0,46;0,23
09272121;Grainet;Insgesamt;2,47;0,46;0,66;0,92;0,43
09272122;Haidmühle;männlich;0,67;0,09;0,16;0,26;0,16
09272122;Haidmühle;weiblich;0,65;0,08;0,14;0,26;0,17
09272122;Haidmühle;Insgesamt;1,32;0,17;0,30;0,51;0,34
09272126;Hinterschmiding;männlich;1,21;0,22;0,32;0,45;0,22
09272126;Hinterschmiding;weiblich;1,22;0,19;0,30;0,47;0,26
09272126;Hinterschmiding;Insgesamt;2,43;0,41;0,62;0,92;0,48
09272127;Hohenau;männlich;1,64;0,24;0,42;0,67;0,31
09272127;Hohenau;weiblich;1,65;0,23;0,40;0,64;0,38
09272127;Hohenau;Insgesamt;3,28;0,48;0,82;1,31;0,69
09272128;Innernzell;männlich;0,81;0,13;0,20;0,32;0,16
09272128;Innernzell;weiblich;0,73;0,09;0,17;0,29;0,18
09272128;Innernzell;Insgesamt;1,55;0,22;0,37;0,62;0,34
09272129;Jandelsbrunn;männlich;1,66;0,29;0,46;0,63;0,29
09272129;Jandelsbrunn;weiblich;1,65;0,26;0,42;0,64;0,33
09272129;Jandelsbrunn;Insgesamt;3,32;0,55;0,88;1,27;0,62
09272134;Mauth;männlich;1,08;0,15;0,24;0,44;0,25
09272134;Mauth;weiblich;1,10;0,15;0,22;0,45;0,29
09272134;Mauth;Insgesamt;2,18;0,30;0,46;0,89;0,53
09272136;Neureichenau;männlich;2,23;0,36;0,57;0,86;0,45
09272136;Neureichenau;weiblich;2,21;0,36;0,54;0,80;0,51
09272136;Neureichenau;Insgesamt;4,44;0,72;1,11;1,66;0,95
09272138;Perlesreut, M;männlich;1,46;0,27;0,40;0,52;0,27
09272138;Perlesreut, M;weiblich;1,47;0,26;0,37;0,53;0,31
09272138;Perlesreut, M;Insgesamt;2,93;0,53;0,77;1,05;0,59
09272139;Philippsreut;männlich;0,33;0,05;0,07;0,14;0,07
09272139;Philippsreut;weiblich;0,31;0,04;0,06;0,12;0,08
09272139;Philippsreut;Insgesamt;0,63;0,08;0,13;0,26;0,15
09272140;Ringelai;männlich;0,95;0,14;0,26;0,34;0,21
09272140;Ringelai;weiblich;0,93;0,14;0,22;0,34;0,24
09272140;Ringelai;Insgesamt;1,88;0,28;0,47;0,68;0,45
09272141;Röhrnbach, M;männlich;2,21;0,35;0,58;0,85;0,43
09272141;Röhrnbach, M;weiblich;2,11;0,33;0,50;0,80;0,48
09272141;Röhrnbach, M;Insgesamt;4,31;0,67;1,08;1,65;0,91
09272142;Saldenburg;männlich;0,99;0,15;0,26;0,41;0,18
09272142;Saldenburg;weiblich;1,04;0,16;0,26;0,40;0,22
09272142;Saldenburg;Insgesamt;2,03;0,31;0,52;0,81;0,39
09272143;Sankt Oswald-Riedlhütte;männlich;1,40;0,20;0,33;0,55;0,32
09272143;Sankt Oswald-Riedlhütte;weiblich;1,50;0,20;0,33;0,58;0,39
09272143;Sankt Oswald-Riedlhütte;Insgesamt;2,90;0,40;0,66;1,13;0,71
09272145;Schöfweg;männlich;0,67;0,09;0,17;0,26;0,14
09272145;Schöfweg;weiblich;0,64;0,09;0,15;0,26;0,15
09272145;Schöfweg;Insgesamt;1,31;0,18;0,32;0,52;0,29
09272146;Neuschönau;männlich;1,11;0,18;0,31;0,41;0,22
09272146;Neuschönau;weiblich;1,09;0,19;0,25;0,42;0,23
09272146;Neuschönau;Insgesamt;2,20;0,37;0,56;0,83;0,45
09272147;Schönberg, M;männlich;1,88;0,26;0,52;0,71;0,40
09272147;Schönberg, M;weiblich;1,93;0,27;0,42;0,71;0,53
09272147;Schönberg, M;Insgesamt;3,81;0,53;0,94;1,42;0,93
09272149;Spiegelau;männlich;1,93;0,28;0,43;0,71;0,50
09272149;Spiegelau;weiblich;1,97;0,26;0,40;0,71;0,59
09272149;Spiegelau;Insgesamt;3,90;0,55;0,83;1,43;1,09
09272150;Thurmansbang;männlich;1,25;0,18;0,29;0,52;0,27
09272150;Thurmansbang;weiblich;1,19;0,16;0,25;0,46;0,32
09272150;Thurmansbang;Insgesamt;2,44;0,34;0,53;0,98;0,58
09272151;Waldkirchen, St;männlich;5,30;0,92;1,39;2,00;0,98
09272151;Waldkirchen, St;weiblich;5,41;0,81;1,32;2,08;1,20
09272151;Waldkirchen, St;Insgesamt;10,70;1,73;2,71;4,08;2,19
09272152;Zenting;männlich;0,57;0,09;0,14;0,23;0,12
09272152;Zenting;weiblich;0,57;0,09;0,14;0,22;0,12
09272152;Zenting;Insgesamt;1,15;0,18;0,29;0,44;0,24
09272444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09272444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09272444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09273111;Abensberg, St;männlich;7,23;1,36;2,34;2,44;1,10
09273111;Abensberg, St;weiblich;6,77;1,14;1,94;2,36;1,32
09273111;Abensberg, St;Insgesamt;14,00;2,50;4,28;4,79;2,42
09273113;Aiglsbach;männlich;0,96;0,15;0,28;0,37;0,16
09273113;Aiglsbach;weiblich;0,87;0,17;0,22;0,31;0,18
09273113;Aiglsbach;Insgesamt;1,83;0,32;0,50;0,68;0,33
09273115;Attenhofen;männlich;0,66;0,10;0,18;0,28;0,10
09273115;Attenhofen;weiblich;0,67;0,11;0,18;0,26;0,13
09273115;Attenhofen;Insgesamt;1,34;0,21;0,36;0,54;0,24
09273116;Bad Abbach, M;männlich;6,15;1,08;1,64;2,44;1,00
09273116;Bad Abbach, M;weiblich;6,28;1,04;1,57;2,40;1,27
09273116;Bad Abbach, M;Insgesamt;12,43;2,12;3,21;4,84;2,27
09273119;Biburg;männlich;0,68;0,12;0,19;0,26;0,11
09273119;Biburg;weiblich;0,61;0,11;0,15;0,23;0,13
09273119;Biburg;Insgesamt;1,29;0,23;0,34;0,48;0,23
09273121;Essing, M;männlich;0,53;0,09;0,13;0,21;0,11
09273121;Essing, M;weiblich;0,56;0,11;0,13;0,19;0,14
09273121;Essing, M;Insgesamt;1,09;0,19;0,26;0,39;0,25
09273125;Hausen;männlich;1,13;0,22;0,30;0,44;0,18
09273125;Hausen;weiblich;1,05;0,20;0,26;0,41;0,18
09273125;Hausen;Insgesamt;2,18;0,42;0,56;0,84;0,36
09273127;Herrngiersdorf;männlich;0,68;0,11;0,18;0,27;0,12
09273127;Herrngiersdorf;weiblich;0,61;0,12;0,15;0,21;0,13
09273127;Herrngiersdorf;Insgesamt;1,30;0,23;0,33;0,49;0,25
09273133;Ihrlerstein;männlich;2,16;0,33;0,55;0,83;0,45
09273133;Ihrlerstein;weiblich;2,11;0,33;0,47;0,80;0,51
09273133;Ihrlerstein;Insgesamt;4,27;0,65;1,02;1,63;0,97
09273137;Kelheim, St;männlich;8,44;1,45;2,43;3,02;1,54
09273137;Kelheim, St;weiblich;8,40;1,39;2,12;2,91;1,98
09273137;Kelheim, St;Insgesamt;16,84;2,83;4,55;5,93;3,53
09273139;Kirchdorf;männlich;0,49;0,07;0,16;0,18;0,08
09273139;Kirchdorf;weiblich;0,44;0,09;0,11;0,16;0,08
09273139;Kirchdorf;Insgesamt;0,93;0,16;0,27;0,34;0,17
09273141;Langquaid, M;männlich;2,99;0,59;0,84;1,15;0,41
09273141;Langquaid, M;weiblich;2,80;0,52;0,71;1,04;0,53
09273141;Langquaid, M;Insgesamt;5,79;1,10;1,55;2,19;0,94
09273147;Mainburg, St;männlich;7,70;1,48;2,26;2,75;1,21
09273147;Mainburg, St;weiblich;7,47;1,40;1,99;2,60;1,47
09273147;Mainburg, St;Insgesamt;15,16;2,88;4,25;5,35;2,68
09273152;Neustadt a.d.Donau, St;männlich;7,55;1,33;2,35;2,72;1,15
09273152;Neustadt a.d.Donau, St;weiblich;7,06;1,23;1,99;2,43;1,41
09273152;Neustadt a.d.Donau, St;Insgesamt;14,60;2,56;4,33;5,15;2,56
09273159;Painten, M;männlich;1,17;0,20;0,31;0,47;0,19
09273159;Painten, M;weiblich;1,13;0,22;0,26;0,44;0,21
09273159;Painten, M;Insgesamt;2,30;0,41;0,58;0,90;0,41
09273163;Elsendorf;männlich;1,15;0,22;0,32;0,43;0,19
09273163;Elsendorf;weiblich;1,01;0,16;0,25;0,39;0,21
09273163;Elsendorf;Insgesamt;2,16;0,38;0,57;0,82;0,40
09273164;Riedenburg, St;männlich;3,03;0,53;0,79;1,10;0,61
09273164;Riedenburg, St;weiblich;3,04;0,54;0,73;1,05;0,71
09273164;Riedenburg, St;Insgesamt;6,07;1,07;1,52;2,16;1,32
09273165;Rohr i.NB, M;männlich;1,68;0,26;0,47;0,62;0,34
09273165;Rohr i.NB, M;weiblich;1,67;0,28;0,41;0,58;0,40
09273165;Rohr i.NB, M;Insgesamt;3,35;0,54;0,88;1,19;0,74
09273166;Saal a.d.Donau;männlich;2,69;0,44;0,72;0,99;0,54
09273166;Saal a.d.Donau;weiblich;2,71;0,43;0,61;0,98;0,68
09273166;Saal a.d.Donau;Insgesamt;5,40;0,87;1,33;1,97;1,22
09273172;Siegenburg, M;männlich;2,06;0,41;0,62;0,74;0,29
09273172;Siegenburg, M;weiblich;1,97;0,39;0,54;0,68;0,36
09273172;Siegenburg, M;Insgesamt;4,03;0,80;1,16;1,42;0,65
09273175;Teugn;männlich;0,84;0,17;0,22;0,31;0,13
09273175;Teugn;weiblich;0,84;0,16;0,22;0,32;0,14
09273175;Teugn;Insgesamt;1,68;0,33;0,44;0,64;0,28
09273177;Train;männlich;0,94;0,18;0,23;0,39;0,16
09273177;Train;weiblich;0,95;0,19;0,23;0,34;0,19
09273177;Train;Insgesamt;1,89;0,36;0,45;0,73;0,35
09273178;Volkenschwand;männlich;0,88;0,16;0,22;0,35;0,15
09273178;Volkenschwand;weiblich;0,87;0,16;0,23;0,31;0,18
09273178;Volkenschwand;Insgesamt;1,76;0,32;0,44;0,67;0,33
09273181;Wildenberg;männlich;0,73;0,12;0,19;0,30;0,12
09273181;Wildenberg;weiblich;0,67;0,11;0,17;0,26;0,12
09273181;Wildenberg;Insgesamt;1,39;0,23;0,36;0,56;0,24
09273444;Gemeindefreie Gebiete;männlich;-;-;-;-;-
09273444;Gemeindefreie Gebiete;weiblich;-;-;-;-;-
09273444;Gemeindefreie Gebiete;Insgesamt;-;-;-;-;-
09274111;Adlkofen;männlich;2,25;0,36;0,68;0,84;0,36
09274111;Adlkofen;weiblich;2,16;0,36;0,61;0,76;0,44
09274111;Adlkofen;Insgesamt;4,41;0,72;1,29;1,60;0,81
09274112;Aham;männlich;0,97;0,16;0,26;0,36;0,20
09274112;Aham;weiblich;0,95;0,16;0,24;0,35;0,20
09274112;Aham;Insgesamt;1,92;0,31;0,50;0,71;0,40
09274113;Altdorf, M;männlich;5,57;0,99;1,46;2,00;1,13
09274113;Altdorf, M;weiblich;5,61;0,88;1,29;2,03;1,41
09274113;Altdorf, M;Insgesamt;11,18;1,87;2,75;4,02;2,54
09274114;Altfraunhofen;männlich;1,26;0,24;0,32;0,50;0,19
09274114;Altfraunhofen;weiblich;1,18;0,22;0,29;0,45;0,22
09274114;Altfraunhofen;Insgesamt;2,44;0,47;0,60;0,95;0,42
09274118;Baierbach;männlich;0,40;0,07;0,10;0,17;0,06
09274118;Baierbach;weiblich;0,38;0,04;0,10;0,16;0,08
09274118;Baierbach;Insgesamt;0,78;0,11;0,19;0,34;0,14
09274119;Bayerbach b.Ergoldsbach;männlich;0,98;0,20;0,26;0,37;0,15
09274119;Bayerbach b.Ergoldsbach;weiblich;0,95;0,18;0,24;0,35;0,18
09274119;Bayerbach b.Ergoldsbach;Insgesamt;1,93;0,38;0,50;0,72;0,33
09274120;Bodenkirchen;männlich;2,74;0,48;0,69;1,12;0,45
09274120;Bodenkirchen;weiblich;2,60;0,47;0,61;0,99;0,54
09274120;Bodenkirchen;Insgesamt;5,34;0,94;1,30;2,11;0,99
09274121;Buch a.Erlbach;männlich;2,00;0,40;0,48;0,78;0,34
09274121;Buch a.Erlbach;weiblich;1,98;0,35;0,46;0,74;0,43
09274121;Buch a.Erlbach;Insgesamt;3,98;0,76;0,94;1,52;0,77
09274124;Eching;männlich;2,11;0,41;0,56;0,84;0,31
09274124;Eching;weiblich;2,03;0,35;0,54;0,81;0,33
09274124;Eching;Insgesamt;4,14;0,76;1,10;1,65;0,64
09274126;Ergolding, M;männlich;6,27;1,08;1,76;2,22;1,21
09274126;Ergolding, M;weiblich;6,45;1,14;1,61;2,33;1,37
09274126;Ergolding, M;Insgesamt;12,72;2,23;3,37;4,55;2,58
09274127;Ergoldsbach, M;männlich;4,08;0,73;1,19;1,53;0,63
09274127;Ergoldsbach, M;weiblich;4,04;0,69;1,07;1,48;0,81
09274127;Ergoldsbach, M;Insgesamt;8,12;1,42;2,26;3,01;1,43
09274128;Essenbach, M;männlich;6,13;1,07;1,66;2,40;1,00
09274128;Essenbach, M;weiblich;5,87;1,02;1,50;2,19;1,16
09274128;Essenbach, M;Insgesamt;12,00;2,09;3,16;4,59;2,17
09274132;Furth;männlich;1,82;0,36;0,44;0,67;0,35
09274132;Furth;weiblich;1,77;0,31;0,42;0,66;0,38
09274132;Furth;Insgesamt;3,59;0,67;0,86;1,33;0,73
09274134;Geisenhausen, M;männlich;3,77;0,74;1,06;1,35;0,63
09274134;Geisenhausen, M;weiblich;3,62;0,65;0,93;1,29;0,75
09274134;Geisenhausen, M;Insgesamt;7,39;1,39;1,98;2,64;1,38
09274135;Gerzen;männlich;0,92;0,17;0,24;0,34;0,17
09274135;Gerzen;weiblich;0,94;0,15;0,24;0,34;0,21
09274135;Gerzen;Insgesamt;1,86;0,32;0,48;0,68;0,38
09274141;Hohenthann;männlich;2,19;0,41;0,56;0,86;0,36
09274141;Hohenthann;weiblich;2,00;0,37;0,47;0,78;0,37
09274141;Hohenthann;Insgesamt;4,19;0,78;1,04;1,65;0,73
09274145;Kröning;männlich;1,02;0,19;0,25;0,40;0,18
09274145;Kröning;weiblich;1,04;0,20;0,25;0,38;0,20
09274145;Kröning;Insgesamt;2,06;0,39;0,51;0,79;0,38
09274146;Kumhausen;männlich;2,71;0,52;0,66;1,10;0,44
09274146;Kumhausen;weiblich;2,75;0,52;0,68;1,06;0,49
09274146;Kumhausen;Insgesamt;5,46;1,04;1,34;2,16;0,93
09274153;Neufahrn i.NB;männlich;2,17;0,39;0,61;0,79;0,38
09274153;Neufahrn i.NB;weiblich;2,08;0,35;0,52;0,73;0,49
09274153;Neufahrn i.NB;Insgesamt;4,25;0,74;1,13;1,52;0,86
09274154;Neufraunhofen;männlich;0,57;0,12;0,13;0,22;0,10
09274154;Neufraunhofen;weiblich;0,54;0,11;0,13;0,21;0,10
09274154;Neufraunhofen;Insgesamt;1,10;0,23;0,26;0,43;0,19
09274156;Niederaichbach;männlich;2,11;0,34;0,60;0,83;0,34
09274156;Niederaichbach;weiblich;1,90;0,31;0,50;0,73;0,36
09274156;Niederaichbach;Insgesamt;4,01;0,64;1,10;1,56;0,70
09274165;Obersüßbach;männlich;0,89;0,18;0,24;0,33;0,14
09274165;Obersüßbach;weiblich;0,86;0,17;0,20;0,33;0,16
09274165;Obersüßbach;Insgesamt;1,74;0,35;0,43;0,66;0,30
09274172;Pfeffenhausen, M;männlich;2,65;0,43;0,78;1,00;0,44
09274172;Pfeffenhausen, M;weiblich;2,47;0,40;0,60;0,91;0,56
09274172;Pfeffenhausen, M;Insgesamt;5,12;0,83;1,38;1,91;1,00
09274174;Postau;männlich;0,82;0,12;0,23;0,32;0,16
09274174;Postau;weiblich;0,81;0,14;0,19;0,32;0,16
09274174;Postau;Insgesamt;1,63;0,26;0,42;0,63;0,32
09274176;Rottenburg a.d.Laaber, St;männlich;4,26;0,77;1,15;1,58;0,77
09274176;Rottenburg a.d.Laaber, St;weiblich;4,15;0,75;1,03;1,46;0,91
09274176;Rottenburg a.d.Laaber, St;Insgesamt;8,41;1,52;2,17;3,04;1,68
09274179;Schalkham;männlich;0,48;0,11;0,12;0,18;0,07
09274179;Schalkham;weiblich;0,46;0,10;0,11;0,17;0,08
09274179;Schalkham;Insgesamt;0,94;0,20;0,23;0,35;0,15
09274182;Tiefenbach;männlich;1,93;0,38;0,36;0,79;0,41
09274182;Tiefenbach;weiblich;1,93;0,36;0,38;0,77;0,41
09274182;Tiefenbach;Insgesamt;3,86;0,74;0,75;1,56;0,81
09274183;Velden, M;männlich;3,32;0,58;0,90;1,31;0,53
09274183;Velden, M;weiblich;3,29;0,58;0,80;1,23;0,69
09274183;Velden, M;Insgesamt;6,61;1,16;1,69;2,54;1,22
09274184;Vilsbiburg, St;männlich;6,12;1,12;1,83;2,14;1,03
09274184;Vilsbiburg, St;weiblich;6,08;1,05;1,54;2,15;1,34
09274184;Vilsbiburg, St;Insgesamt;12,20;2,18;3,37;4,28;2,37
09274185;Vilsheim;männlich;1,35;0,24;0,36;0,54;0,21
09274185;Vilsheim;weiblich;1,25;0,21;0,30;0,53;0,21
09274185;Vilsheim;Insgesamt;2,59;0,45;0,66;1,06;0,42
09274187;Weihmichl;männlich;1,30;0,23;0,36;0,51;0,20
09274187;Weihmichl;weiblich;1,21;0,21;0,29;0,49;0,23
09274187;Weihmichl;Insgesamt;2,51;0,44;0,64;1,00;0,43
09274188;Weng;männlich;0,74;0,14;0,19;0,30;0,10
09274188;Weng;weiblich;0,70;0,13;0,17;0,29;0,11
09274188;Weng;Insgesamt;1,44;0,27;0,36;0,59;0,22
09274191;Wörth a.d.Isar;männlich;1,54;0,27;0,49;0,55;0,24
09274191;Wörth a.d.Isar;weiblich;1,49;0,29;0,43;0,53;0,24
09274191;Wörth a.d.Isar;Insgesamt;3,03;0,56;0,91;1,08;0,48
09274193;Wurmsham;männlich;0,70;0,12;0,18;0,28;0,13
09274193;Wurmsham;weiblich;0,69;0,14;0,17;0,24;0,13
09274193;Wurmsham;Insgesamt;1,39;0,26;0,35;0,52;0,26
09274194;Bruckberg;männlich;2,79;0,48;0,74;1,07;0,50
09274194;Bruckberg;weiblich;2,77;0,46;0,71;1,05;0,55
09274194;Bruckberg;Insgesamt;5,56;0,95;1,45;2,12;1,05
09275111;Aicha vorm Wald;männlich;1,23;0,22;0,33;0,48;0,20
09275111;Aicha vorm Wald;weiblich;1,14;0,19;0,28;0,45;0,23
09275111;Aicha vorm Wald;Insgesamt;2,37;0,41;0,61;0,93;0,43
09275112;Aidenbach, M;männlich;1,46;0,25;0,35;0,55;0,30
09275112;Aidenbach, M;weiblich;1,55;0,25;0,35;0,53;0,42
09275112;Aidenbach, M;Insgesamt;3,00;0,50;0,70;1,08;0,72
09275114;Aldersbach;männlich;2,16;0,39;0,53;0,84;0,40
09275114;Aldersbach;weiblich;2,17;0,37;0,51;0,79;0,50
09275114;Aldersbach;Insgesamt;4,33;0,75;1,04;1,63;0,90
09275116;Bad Füssing;männlich;3,65;0,41;0,77;1,17;1,31
09275116;Bad Füssing;weiblich;4,01;0,38;0,70;1,27;1,66
09275116;Bad Füssing;Insgesamt;7,66;0,78;1,47;2,44;2,97
09275117;Beutelsbach;männlich;0,59;0,11;0,15;0,24;0,10
09275117;Beutelsbach;weiblich;0,58;0,10;0,14;0,22;0,13
09275117;Beutelsbach;Insgesamt;1,18;0,20;0,29;0,46;0,23
09275118;Breitenberg;männlich;1,01;0,17;0,27;0,40;0,18
09275118;Breitenberg;weiblich;1,02;0,18;0,26;0,37;0,22
09275118;Breitenberg;Insgesamt;2,03;0,35;0,52;0,76;0,40
09275119;Büchlberg;männlich;2,10;0,36;0,58;0,78;0,38
09275119;Büchlberg;weiblich;2,04;0,33;0,50;0,79;0,42
09275119;Büchlberg;Insgesamt;4,14;0,69;1,08;1,58;0,80
09275120;Eging a.See, M;männlich;2,09;0,35;0,58;0,80;0,36
09275120;Eging a.See, M;weiblich;2,18;0,37;0,56;0,78;0,48
09275120;Eging a.See, M;Insgesamt;4,28;0,71;1,14;1,59;0,84
09275121;Fürstenstein;männlich;1,71;0,28;0,45;0,65;0,35
09275121;Fürstenstein;weiblich;1,72;0,25;0,38;0,62;0,47
09275121;Fürstenstein;Insgesamt;3,43;0,52;0,83;1,27;0,81
09275122;Fürstenzell, M;männlich;4,01;0,71;0,98;1,51;0,81
09275122;Fürstenzell, M;weiblich;4,14;0,64;0,99;1,49;1,02
09275122;Fürstenzell, M;Insgesamt;8,16;1,35;1,97;3,00;1,83
09275124;Bad Griesbach i.Rottal, St;männlich;4,49;0,64;1,13;1,65;1,07
09275124;Bad Griesbach i.Rottal, St;weiblich;4,58;0,58;1,02;1,65;1,32
09275124;Bad Griesbach i.Rottal, St;Insgesamt;9,07;1,22;2,16;3,30;2,39
09275125;Haarbach;männlich;1,28;0,19;0,30;0,52;0,27
09275125;Haarbach;weiblich;1,29;0,18;0,28;0,50;0,33
09275125;Haarbach;Insgesamt;2,57;0,37;0,59;1,02;0,61
09275126;Hauzenberg, St;männlich;5,83;0,98;1,48;2,28;1,09
09275126;Hauzenberg, St;weiblich;5,88;0,92;1,37;2,19;1,40
09275126;Hauzenberg, St;Insgesamt;11,70;1,90;2,85;4,47;2,49
09275127;Hofkirchen, M;männlich;1,92;0,34;0,53;0,71;0,33
09275127;Hofkirchen, M;weiblich;1,79;0,28;0,46;0,68;0,37
09275127;Hofkirchen, M;Insgesamt;3,71;0,62;1,00;1,39;0,70
09275128;Hutthurm, M;männlich;3,12;0,55;0,91;1,17;0,49
09275128;Hutthurm, M;weiblich;3,07;0,49;0,81;1,15;0,62
09275128;Hutthurm, M;Insgesamt;6,19;1,04;1,72;2,32;1,11
09275130;Kirchham;männlich;1,20;0,15;0,31;0,39;0,36
09275130;Kirchham;weiblich;1,21;0,14;0,26;0,42;0,39
09275130;Kirchham;Insgesamt;2,41;0,29;0,57;0,81;0,75
09275131;Kößlarn, M;männlich;0,99;0,15;0,23;0,39;0,22
09275131;Kößlarn, M;weiblich;0,96;0,13;0,21;0,38;0,24
09275131;Kößlarn, M;Insgesamt;1,95;0,28;0,44;0,77;0,46
09275132;Malching;männlich;0,65;0,09;0,16;0,26;0,14
09275132;Malching;weiblich;0,64;0,09;0,15;0,24;0,16
09275132;Malching;Insgesamt;1,28;0,18;0,31;0,50;0,30
09275133;Neuburg a.Inn;männlich;2,15;0,38;0,53;0,85;0,39
09275133;Neuburg a.Inn;weiblich;2,21;0,38;0,50;0,87;0,46
09275133;Neuburg a.Inn;Insgesamt;4,36;0,75;1,03;1,72;0,85
09275134;Neuhaus a.Inn;männlich;1,69;0,24;0,42;0,63;0,40
09275134;Neuhaus a.Inn;weiblich;1,71;0,23;0,40;0,63;0,45
09275134;Neuhaus a.Inn;Insgesamt;3,39;0,46;0,82;1,26;0,84
09275135;Neukirchen vorm Wald;männlich;1,45;0,26;0,40;0,60;0,20
09275135;Neukirchen vorm Wald;weiblich;1,45;0,27;0,39;0,56;0,23
09275135;Neukirchen vorm Wald;Insgesamt;2,90;0,53;0,79;1,16;0,43
09275137;Obernzell, M;männlich;1,90;0,29;0,49;0,72;0,39
09275137;Obernzell, M;weiblich;1,87;0,26;0,43;0,68;0,50
09275137;Obernzell, M;Insgesamt;3,76;0,55;0,93;1,39;0,89
09275138;Ortenburg, M;männlich;3,71;0,63;1,02;1,34;0,72
09275138;Ortenburg, M;weiblich;3,71;0,63;0,88;1,29;0,91
09275138;Ortenburg, M;Insgesamt;7,42;1,26;1,90;2,63;1,63
09275141;Pocking, St;männlich;7,83;1,47;1,94;2,79;1,64
09275141;Pocking, St;weiblich;8,21;1,32;1,93;2,85;2,11
09275141;Pocking, St;Insgesamt;16,04;2,79;3,86;5,65;3,74
09275143;Rotthalmünster, M;männlich;2,46;0,38;0,63;0,92;0,54
09275143;Rotthalmünster, M;weiblich;2,51;0,34;0,59;0,93;0,65
09275143;Rotthalmünster, M;Insgesamt;4,97;0,72;1,21;1,85;1,19
09275144;Ruderting;männlich;1,56;0,25;0,42;0,63;0,28
09275144;Ruderting;weiblich;1,61;0,25;0,39;0,62;0,34
09275144;Ruderting;Insgesamt;3,17;0,50;0,80;1,25;0,62
09275145;Ruhstorf a.d.Rott, M;männlich;3,57;0,57;0,92;1,34;0,73
09275145;Ruhstorf a.d.Rott, M;weiblich;3,57;0,51;0,83;1,30;0,92
09275145;Ruhstorf a.d.Rott, M;Insgesamt;7,14;1,09;1,75;2,65;1,65
09275146;Salzweg;männlich;3,38;0,54;0,92;1,26;0,66
